CustomerID,Education,Occupation,Gender,MaritalStatus,NumberChildrenAtHome,YearlyIncome,Age
16449,Partial College,Clerical,M,S,4,52994,19.0
16450,Partial College,Clerical,F,S,5,56897,20.0
16451,Partial College,Clerical,M,S,0,60047,20.0
16452,Partial College,Clerical,F,S,0,48837,20.0
16453,Partial College,Clerical,F,S,0,56043,20.0
16454,Partial College,Clerical,M,M,0,47951,20.0
16455,High School,Manual,F,M,0,10196,86.0
16456,High School,Manual,M,S,0,18906,22.0
16457,Partial High School,Manual,F,S,0,22248,21.0
16458,Partial College,Clerical,F,S,0,53604,21.0
16460,Partial College,Clerical,F,S,0,43093,21.0
16461,Partial College,Clerical,F,S,0,48322,21.0
16462,Partial High School,Manual,F,S,0,31840,22.0
16463,Partial High School,Manual,F,S,0,19439,22.0
16464,Partial High School,Manual,M,S,0,32831,23.0
16465,Partial High School,Manual,F,S,0,15098,23.0
16466,Partial High School,Manual,F,S,0,18080,23.0
16467,Partial High School,Manual,M,S,0,21912,23.0
16468,Partial College,Clerical,M,S,0,44264,22.0
16469,Partial College,Clerical,F,S,0,48304,22.0
16470,Bachelors ,Skilled Manual,M,M,1,71043,22.0
16471,High School,Manual,F,M,0,15756,84.0
16472,Partial High School,Manual,F,S,0,29322,23.0
16473,Partial High School,Manual,F,S,0,26354,24.0
16474,Partial High School,Manual,M,M,0,16454,24.0
16476,Partial College,Clerical,M,S,0,42773,24.0
16477,Partial High School,Clerical,F,S,0,33538,20.0
16478,Partial College,Skilled Manual,M,S,0,79586,20.0
16479,Partial College,Skilled Manual,F,S,0,71121,21.0
16481,Partial High School,Clerical,F,S,1,23524,48.0
16482,Partial College,Clerical,F,M,0,49168,47.0
16483,Bachelors ,Management,M,M,0,65735,47.0
16484,Partial College,Clerical,M,M,0,50643,47.0
16485,Partial High School,Clerical,M,S,0,45318,17.0
16486,High School,Skilled Manual,F,M,0,40852,46.0
16487,High School,Skilled Manual,F,S,0,43417,46.0
16488,High School,Skilled Manual,M,M,0,47380,46.0
16490,Partial College,Skilled Manual,F,M,0,67325,17.0
16492,Partial College,Clerical,M,M,0,62367,45.0
16493,Partial College,Skilled Manual,F,M,0,49976,44.0
16494,Partial College,Skilled Manual,F,S,0,92586,43.0
16495,Partial College,Skilled Manual,F,S,0,90839,43.0
16497,Partial College,Skilled Manual,F,S,0,44965,22.0
16498,Partial College,Skilled Manual,M,S,0,59540,22.0
16499,High School,Skilled Manual,F,S,0,49901,22.0
16500,High School,Skilled Manual,F,S,0,54883,22.0
16501,High School,Skilled Manual,F,S,0,44644,22.0
16502,High School,Skilled Manual,M,S,0,53577,22.0
16503,Partial College,Skilled Manual,M,M,0,97410,22.0
16504,High School,Skilled Manual,M,S,0,48806,23.0
16505,High School,Skilled Manual,F,S,0,47284,23.0
16506,Partial College,Skilled Manual,F,M,0,84782,24.0
16507,Bachelors ,Clerical,F,M,0,35209,58.0
16508,Bachelors ,Clerical,M,M,0,38460,58.0
16509,Bachelors ,Clerical,F,M,0,38727,56.0
16511,Bachelors ,Clerical,M,M,0,50593,55.0
16512,Graduate Degree,Clerical,M,S,0,88644,55.0
16513,Partial College,Manual,M,S,0,16260,54.0
16515,Partial College,Manual,M,M,0,22739,17.0
16516,Bachelors ,Clerical,M,M,0,25775,17.0
16517,High School,Manual,F,M,1,10888,21.0
16518,High School,Manual,F,S,1,16916,21.0
16519,High School,Manual,F,S,1,19417,21.0
16520,High School,Manual,F,M,1,15242,21.0
16521,High School,Manual,F,S,1,23777,18.0
16522,High School,Manual,F,M,1,23933,18.0
16523,Bachelors ,Clerical,F,M,0,17500,18.0
16524,Bachelors ,Clerical,M,M,0,48089,18.0
16525,Bachelors ,Clerical,F,M,0,27891,19.0
16526,Bachelors ,Clerical,M,S,0,37487,19.0
16527,Bachelors ,Clerical,M,S,0,37400,19.0
16528,Bachelors ,Clerical,F,S,0,33226,19.0
16529,Bachelors ,Clerical,M,M,0,59104,20.0
16530,Bachelors ,Clerical,F,M,0,61826,54.0
16531,Bachelors ,Clerical,F,S,0,54295,54.0
16532,Partial College,Manual,M,S,1,18002,36.0
16533,Partial College,Manual,F,M,1,12099,36.0
16534,Graduate Degree,Clerical,F,M,0,61398,36.0
16535,High School,Manual,M,S,1,27921,37.0
16536,High School,Manual,F,S,1,21379,37.0
16537,Partial College,Manual,M,S,1,19588,37.0
16538,Partial College,Manual,F,S,1,14926,37.0
16539,Partial College,Manual,F,S,1,13180,37.0
16540,Partial College,Manual,M,M,1,30362,37.0
16541,Partial College,Manual,M,S,1,33055,37.0
16542,Partial College,Manual,M,M,1,20933,37.0
16543,Partial College,Manual,F,M,1,26395,37.0
16545,High School,Manual,F,M,1,23323,38.0
16546,Partial College,Manual,M,M,0,27445,38.0
16547,Partial College,Manual,M,M,0,16369,39.0
16548,Bachelors ,Clerical,M,M,0,69860,37.0
16549,Bachelors ,Clerical,F,S,0,49481,38.0
16550,Bachelors ,Clerical,M,M,0,55295,38.0
16551,Bachelors ,Clerical,F,S,0,53382,38.0
16552,Bachelors ,Clerical,M,M,0,60102,38.0
16553,Graduate Degree,Clerical,F,M,0,65525,38.0
16554,Bachelors ,Clerical,F,S,0,49567,39.0
16555,High School,Manual,M,M,1,21224,27.0
16556,Partial College,Manual,F,S,0,28554,27.0
16557,Partial College,Manual,M,S,0,21886,27.0
16558,Partial College,Manual,M,S,0,21256,27.0
16560,Bachelors ,Clerical,M,S,0,82158,27.0
16561,Bachelors ,Clerical,M,M,0,62003,27.0
16564,Partial College,Manual,F,S,0,28111,28.0
16565,Graduate Degree,Clerical,M,M,0,82192,28.0
16566,Graduate Degree,Clerical,F,S,0,56615,28.0
16567,Graduate Degree,Skilled Manual,M,S,0,68077,28.0
16568,Graduate Degree,Clerical,F,M,0,60432,75.0
16569,Partial College,Manual,F,S,0,21058,45.0
16570,Partial College,Manual,F,M,0,27920,45.0
16571,Partial College,Manual,F,M,0,23909,46.0
16573,Partial College,Manual,M,S,1,11846,29.0
16575,Graduate Degree,Management,F,S,4,150352,53.0
16576,Partial College,Professional,M,S,0,118135,51.0
16577,Partial College,Professional,F,S,0,97143,51.0
16578,Bachelors ,Management,F,S,3,103496,51.0
16579,High School,Professional,M,M,3,101799,44.0
16580,High School,Professional,F,M,4,80307,43.0
16583,High School,Professional,M,M,4,112196,43.0
16587,Bachelors ,Management,M,M,5,158042,44.0
16588,Partial College,Professional,M,M,5,164262,44.0
16589,Partial College,Professional,M,M,5,159044,44.0
16590,Bachelors ,Management,M,M,5,166662,44.0
16591,Bachelors ,Management,M,M,4,168262,44.0
16592,Partial College,Professional,F,M,1,84075,45.0
16593,Partial College,Professional,F,M,5,134678,45.0
16594,Bachelors ,Management,M,M,5,169262,45.0
16595,Bachelors ,Management,M,M,5,168242,45.0
16596,Partial High School,Skilled Manual,F,S,2,56860,46.0
16597,Partial College,Professional,F,S,4,97953,46.0
16598,High School,Professional,F,S,5,131017,46.0
16599,Bachelors ,Management,M,M,5,166768,47.0
16600,High School,Management,F,S,1,108936,49.0
16601,High School,Management,F,S,5,114905,49.0
16602,High School,Management,F,M,5,132087,49.0
16603,Partial High School,Professional,F,M,5,117582,50.0
16604,High School,Management,M,M,5,159159,50.0
16605,Bachelors ,Professional,F,M,0,86389,22.0
16606,Bachelors ,Professional,M,S,0,104798,21.0
16607,Bachelors ,Professional,M,M,0,101116,22.0
16608,Bachelors ,Professional,M,S,0,107684,22.0
16609,Bachelors ,Professional,M,S,0,88169,23.0
16610,Bachelors ,Professional,F,M,0,85140,23.0
16611,Bachelors ,Professional,M,S,0,135217,22.0
16612,Bachelors ,Professional,F,S,0,117317,22.0
16613,Bachelors ,Professional,F,M,0,86739,23.0
16614,Bachelors ,Professional,F,M,0,109807,24.0
16615,Bachelors ,Professional,F,S,0,105363,24.0
16616,Bachelors ,Professional,M,S,0,131136,23.0
16617,High School,Management,M,M,5,113343,23.0
16619,Partial High School,Professional,F,M,5,117946,23.0
16620,Bachelors ,Professional,M,M,0,132025,24.0
16621,High School,Management,F,M,5,93115,24.0
16622,High School,Management,M,S,5,125192,24.0
16623,Bachelors ,Professional,M,S,5,173481,24.0
16624,Bachelors ,Professional,M,S,0,145939,25.0
16625,High School,Management,M,M,5,111009,25.0
16626,High School,Management,M,S,5,117509,25.0
16627,Bachelors ,Professional,F,M,0,110807,26.0
16628,Bachelors ,Professional,M,S,0,126067,26.0
16629,High School,Management,F,S,5,141290,25.0
16630,High School,Management,M,M,5,151654,25.0
16631,Bachelors ,Professional,F,S,0,117825,26.0
16632,High School,Management,M,S,5,128799,26.0
16633,High School,Management,F,M,5,91272,26.0
16634,Bachelors ,Professional,F,M,0,108120,27.0
16635,Partial High School,Professional,M,M,5,113282,27.0
16637,High School,Management,M,M,5,153494,26.0
16638,Partial High School,Professional,M,M,5,136220,26.0
16639,Partial High School,Professional,F,S,5,139064,26.0
16640,Partial High School,Management,M,M,5,161625,26.0
16641,Bachelors ,Management,F,S,0,64296,56.0
16642,Bachelors ,Management,M,S,3,151620,56.0
16643,Graduate Degree,Management,M,S,2,180308,56.0
16644,Graduate Degree,Management,M,M,3,177525,56.0
16645,Bachelors ,Management,F,M,0,116831,55.0
16646,Graduate Degree,Management,M,M,3,141215,55.0
16647,Graduate Degree,Management,F,M,4,166125,55.0
16648,Bachelors ,Management,F,M,3,144108,55.0
16649,Bachelors ,Management,F,M,4,129460,54.0
16650,Graduate Degree,Management,F,M,4,155748,54.0
16651,Bachelors ,Management,F,M,4,133253,54.0
16652,Partial College,Skilled Manual,F,M,0,69500,24.0
16653,Partial College,Professional,F,M,0,79137,24.0
16654,Partial College,Professional,F,M,0,75976,24.0
16655,Partial College,Professional,F,M,0,78787,21.0
16656,High School,Skilled Manual,M,M,0,111775,42.0
16658,High School,Skilled Manual,F,S,0,97474,42.0
16659,High School,Skilled Manual,F,S,0,101277,42.0
16660,High School,Skilled Manual,M,S,0,94379,41.0
16661,High School,Skilled Manual,M,S,0,89174,41.0
16662,High School,Professional,F,S,0,71047,40.0
16663,High School,Professional,F,S,0,84581,40.0
16664,Graduate Degree,Management,F,M,1,149505,39.0
16665,Graduate Degree,Management,F,S,1,148273,39.0
16666,Bachelors ,Management,F,S,0,105698,24.0
16667,High School,Professional,F,S,0,38715,23.0
16668,High School,Professional,M,S,0,55825,23.0
16669,Partial College,Professional,M,S,0,106375,23.0
16672,Partial College,Professional,F,S,0,72940,23.0
16673,Partial College,Professional,M,S,0,94603,23.0
16674,Graduate Degree,Management,M,M,1,179253,38.0
16675,Graduate Degree,Management,F,S,0,154433,38.0
16676,Graduate Degree,Management,F,M,1,151273,31.0
16677,Graduate Degree,Management,M,M,1,182120,31.0
16680,Bachelors ,Professional,M,M,0,96260,34.0
16681,Bachelors ,Professional,M,S,5,117210,30.0
16682,Bachelors ,Professional,F,M,4,94730,30.0
16683,Bachelors ,Professional,F,M,4,101155,30.0
16684,Bachelors ,Professional,M,M,0,94800,35.0
16685,Bachelors ,Professional,F,S,0,82261,35.0
16687,Partial College,Skilled Manual,M,S,0,87562,36.0
16688,Partial College,Skilled Manual,F,S,0,57988,36.0
16691,Graduate Degree,Management,F,S,0,159471,31.0
16692,Partial College,Skilled Manual,M,M,0,101889,37.0
16693,Partial College,Skilled Manual,M,M,0,79285,37.0
16694,Partial College,Skilled Manual,F,M,0,82930,37.0
16696,Bachelors ,Professional,F,S,0,79417,32.0
16697,Bachelors ,Professional,M,S,5,124337,32.0
16698,Bachelors ,Professional,F,S,0,93183,33.0
16699,Bachelors ,Professional,M,M,0,120763,38.0
16700,Bachelors ,Professional,M,S,0,109416,34.0
16701,Bachelors ,Professional,F,S,0,76305,34.0
16702,Partial College,Skilled Manual,F,M,0,73999,35.0
16703,Partial College,Skilled Manual,F,M,0,85760,35.0
16704,Partial College,Skilled Manual,F,M,4,70264,36.0
16705,Bachelors ,Professional,F,M,4,103609,39.0
16706,Bachelors ,Professional,F,M,4,109553,39.0
16707,Bachelors ,Professional,M,S,0,137949,39.0
16708,Bachelors ,Management,F,S,0,102115,39.0
16709,Partial College,Clerical,M,M,0,61276,61.0
16710,Partial College,Skilled Manual,F,M,4,50583,37.0
16711,Partial College,Skilled Manual,M,M,4,99994,37.0
16712,Partial College,Skilled Manual,F,S,0,82193,41.0
16713,Bachelors ,Management,M,M,0,81307,44.0
16714,High School,Skilled Manual,M,M,0,47522,21.0
16715,High School,Skilled Manual,F,M,0,29357,21.0
16716,High School,Skilled Manual,M,S,0,49662,21.0
16717,High School,Skilled Manual,F,M,0,43452,22.0
16718,High School,Skilled Manual,M,S,0,45519,22.0
16719,High School,Skilled Manual,M,S,0,41834,22.0
16720,High School,Skilled Manual,F,S,0,52144,17.0
16721,High School,Skilled Manual,M,M,0,45617,17.0
16722,High School,Skilled Manual,M,S,0,50323,17.0
16723,High School,Skilled Manual,F,M,0,62779,17.0
16725,High School,Skilled Manual,M,M,0,60665,17.0
16726,High School,Skilled Manual,M,M,0,44109,18.0
16727,High School,Skilled Manual,M,S,0,56787,17.0
16728,High School,Skilled Manual,M,M,0,63725,17.0
16730,Partial College,Clerical,F,M,0,41369,60.0
16731,Partial High School,Clerical,F,S,0,38881,18.0
16732,High School,Skilled Manual,F,S,0,47416,19.0
16733,Bachelors ,Management,M,M,0,68883,59.0
16734,Bachelors ,Management,F,S,0,51132,59.0
16735,High School,Skilled Manual,F,S,0,38359,20.0
16736,High School,Skilled Manual,F,S,0,21824,20.0
16737,High School,Skilled Manual,F,S,0,43615,18.0
16738,Partial College,Clerical,M,M,0,39793,58.0
16739,Bachelors ,Management,M,M,0,70081,58.0
16740,Bachelors ,Management,M,M,0,80395,57.0
16741,Bachelors ,Management,M,M,0,72379,57.0
16743,Bachelors ,Management,F,M,0,60469,55.0
18399,Partial College,Professional,F,S,3,147228,35.0
16745,Graduate Degree,Management,F,S,0,91467,55.0
16746,High School,Skilled Manual,F,S,0,41082,21.0
16747,High School,Skilled Manual,M,S,0,59048,22.0
16748,High School,Skilled Manual,M,S,0,49765,22.0
16749,Partial College,Skilled Manual,M,S,0,59308,23.0
16750,Partial College,Skilled Manual,M,M,0,49656,23.0
16751,Partial College,Skilled Manual,M,M,0,97887,24.0
16752,Partial College,Skilled Manual,M,S,0,90527,24.0
16753,Partial College,Skilled Manual,F,S,0,82133,25.0
16755,Bachelors ,Management,F,M,0,107359,25.0
16756,Bachelors ,Management,M,M,0,117980,29.0
16757,Graduate Degree,Management,F,M,1,155608,30.0
16758,Graduate Degree,Management,M,M,1,172193,30.0
16759,Graduate Degree,Management,F,M,1,151659,30.0
16760,Graduate Degree,Skilled Manual,F,S,0,82926,38.0
16761,Partial College,Clerical,M,S,4,38921,25.0
16762,Graduate Degree,Skilled Manual,M,M,0,59080,25.0
16763,Graduate Degree,Skilled Manual,M,M,0,85302,24.0
16764,Graduate Degree,Skilled Manual,M,M,0,65995,24.0
16765,Graduate Degree,Skilled Manual,M,M,0,72521,24.0
16766,Graduate Degree,Skilled Manual,F,S,0,62587,24.0
16767,Graduate Degree,Skilled Manual,M,M,0,67704,24.0
16768,Graduate Degree,Skilled Manual,M,M,0,75092,24.0
16769,Graduate Degree,Skilled Manual,M,M,0,96623,26.0
16770,Graduate Degree,Skilled Manual,M,M,1,101886,26.0
16771,Graduate Degree,Skilled Manual,M,M,1,77270,25.0
16772,Graduate Degree,Skilled Manual,F,M,1,56821,25.0
16773,Graduate Degree,Skilled Manual,M,M,0,124329,25.0
16774,Graduate Degree,Skilled Manual,M,S,0,104136,25.0
16775,Graduate Degree,Professional,F,M,0,102382,25.0
16776,Bachelors ,Skilled Manual,M,M,1,66525,27.0
16777,Bachelors ,Management,M,M,0,121887,53.0
16778,Graduate Degree,Management,M,S,0,114081,53.0
16779,Bachelors ,Management,F,M,0,86294,53.0
16780,Bachelors ,Management,M,M,0,118037,52.0
16781,Bachelors ,Management,M,M,0,99754,52.0
16782,Bachelors ,Management,M,M,0,98221,51.0
16783,Bachelors ,Management,F,M,0,97646,51.0
16784,Bachelors ,Management,F,M,0,94766,51.0
16785,Bachelors ,Management,M,M,1,102212,51.0
16786,Bachelors ,Management,M,M,1,106724,51.0
16787,Bachelors ,Management,F,S,1,90023,51.0
16788,Bachelors ,Management,M,M,0,103575,50.0
16790,Bachelors ,Management,M,M,0,98772,50.0
16791,Bachelors ,Management,M,S,0,97240,50.0
16792,Bachelors ,Management,F,M,0,76282,50.0
16793,Bachelors ,Management,F,S,1,96275,50.0
16794,Bachelors ,Management,F,M,1,100290,50.0
16795,Bachelors ,Management,F,M,1,97381,50.0
16796,Partial College,Professional,F,S,1,69375,49.0
16797,Partial College,Professional,M,M,1,106299,49.0
16798,Bachelors ,Management,F,M,1,95788,49.0
16799,Bachelors ,Management,F,M,1,86292,49.0
16801,Partial College,Professional,F,S,1,86648,48.0
16802,Partial College,Professional,M,S,1,102634,48.0
16804,High School,Professional,M,M,1,94532,47.0
16806,Partial College,Professional,M,M,1,93022,47.0
16807,Partial College,Professional,F,M,1,61557,47.0
16808,Partial College,Professional,F,M,2,72552,47.0
16809,Partial College,Professional,F,S,2,78362,47.0
16810,High School,Professional,M,M,1,86234,46.0
16811,Partial College,Professional,M,M,1,87479,46.0
16812,Partial College,Professional,F,M,1,82760,46.0
16813,Partial College,Professional,M,M,1,98804,46.0
16814,Partial College,Professional,F,S,2,67888,46.0
16815,Partial College,Professional,M,M,2,103252,46.0
16816,Partial College,Professional,F,M,2,83527,46.0
16818,Partial College,Professional,F,M,2,77999,46.0
16819,Partial College,Professional,M,M,2,93669,45.0
16820,Partial College,Professional,F,M,2,74934,45.0
16822,Partial College,Professional,M,M,3,170255,39.0
16823,Partial College,Professional,F,M,3,145975,39.0
16824,High School,Professional,M,M,4,157132,40.0
16825,High School,Professional,F,M,4,131120,40.0
16826,Partial College,Professional,M,M,4,152705,40.0
16828,High School,Professional,M,M,4,164545,41.0
16829,High School,Professional,M,M,4,153767,41.0
16830,Partial College,Professional,F,M,4,130406,42.0
16831,Partial College,Professional,M,M,4,163232,42.0
16832,Graduate Degree,Management,M,S,0,125901,65.0
16833,Graduate Degree,Management,M,M,0,148607,65.0
16834,Graduate Degree,Management,F,S,0,62285,64.0
16835,Graduate Degree,Management,M,M,0,112803,64.0
16836,Partial College,Professional,M,M,4,121279,32.0
16837,Partial College,Professional,F,M,4,111758,32.0
16839,Graduate Degree,Management,F,M,0,143874,32.0
16841,Partial College,Professional,M,M,3,121854,33.0
16842,Bachelors ,Management,F,M,2,136611,33.0
16843,Graduate Degree,Management,M,S,2,182585,33.0
16844,Bachelors ,Management,F,M,1,143284,33.0
16845,Graduate Degree,Management,F,S,0,155004,33.0
16846,Partial College,Professional,M,S,3,129206,34.0
16847,Partial College,Professional,M,M,3,123155,34.0
16848,Partial College,Professional,F,S,3,104236,34.0
16849,Partial College,Professional,M,M,3,112161,34.0
16850,Partial College,Professional,F,S,0,100206,34.0
16851,Partial College,Professional,M,S,2,111385,34.0
16853,Bachelors ,Management,F,S,3,152862,34.0
16854,Graduate Degree,Management,M,M,0,175947,34.0
16855,Partial College,Professional,F,M,4,108869,35.0
16856,Partial College,Professional,F,M,4,112518,35.0
16858,Partial College,Professional,F,M,2,103295,35.0
16859,Partial College,Professional,M,S,2,135623,35.0
16860,Bachelors ,Management,F,M,3,133281,35.0
16861,Bachelors ,Management,M,S,2,162391,35.0
16862,Bachelors ,Management,M,M,2,153063,35.0
16863,Partial College,Professional,F,M,4,119552,36.0
16864,Partial College,Professional,F,S,2,115617,36.0
16865,High School,Professional,F,M,3,135698,36.0
16866,Bachelors ,Management,F,M,3,140911,36.0
16867,Bachelors ,Management,F,S,3,141950,36.0
16868,Bachelors ,Management,M,M,3,172571,36.0
16869,Graduate Degree,Management,F,M,0,167732,36.0
16870,High School,Professional,F,M,0,84373,42.0
16871,High School,Professional,F,M,1,99533,42.0
16872,Partial High School,Skilled Manual,M,M,0,106002,43.0
16873,High School,Professional,M,M,0,56216,62.0
16874,Bachelors ,Management,F,S,0,99426,62.0
16875,Bachelors ,Management,F,M,0,99008,62.0
16876,Partial College,Professional,M,M,0,57991,61.0
16877,Graduate Degree,Management,F,S,0,65651,61.0
16878,Graduate Degree,Management,M,S,0,68116,61.0
16879,Graduate Degree,Management,F,S,0,90763,61.0
16880,Graduate Degree,Management,M,M,0,113841,61.0
16881,Graduate Degree,Management,M,M,0,110947,61.0
16882,Partial College,Professional,M,S,2,147051,37.0
16883,High School,Professional,M,S,4,143158,37.0
16885,Partial High School,Skilled Manual,M,M,0,79543,43.0
16886,Partial High School,Skilled Manual,M,M,0,86110,43.0
16887,Partial High School,Skilled Manual,M,M,0,71726,43.0
16888,Partial High School,Skilled Manual,F,S,0,72994,43.0
16889,Partial High School,Skilled Manual,M,S,0,84011,43.0
16890,Partial High School,Skilled Manual,M,M,0,92894,43.0
16892,High School,Professional,F,M,1,81559,43.0
16893,Graduate Degree,Management,M,S,0,110022,44.0
16894,Graduate Degree,Management,F,S,0,94565,44.0
16895,Partial College,Professional,F,M,0,61099,45.0
16896,Partial College,Professional,F,M,0,48145,45.0
16897,Partial College,Professional,F,S,0,46129,45.0
16898,Partial College,Professional,M,M,0,46333,45.0
16899,Graduate Degree,Management,F,M,3,151126,60.0
16900,Graduate Degree,Management,M,M,4,187053,60.0
16901,Bachelors ,Management,M,M,3,170084,60.0
16902,Bachelors ,Management,M,S,0,134251,59.0
16903,Graduate Degree,Management,M,S,4,176816,59.0
16904,Graduate Degree,Management,F,M,4,142827,59.0
16905,Bachelors ,Management,F,M,3,141742,59.0
16906,Graduate Degree,Management,F,M,1,146487,59.0
16907,Graduate Degree,Management,F,S,0,120294,58.0
16908,Graduate Degree,Management,F,S,0,121159,58.0
16909,Bachelors ,Management,F,M,0,101364,58.0
16910,Graduate Degree,Management,M,M,4,188538,58.0
16911,Bachelors ,Management,M,M,0,137855,57.0
16912,Bachelors ,Management,M,M,0,127381,57.0
16913,Graduate Degree,Management,M,S,3,145961,57.0
16914,Bachelors ,Management,F,M,0,98190,29.0
16915,Bachelors ,Management,M,M,0,124834,29.0
16916,Graduate Degree,Management,F,S,1,128330,29.0
16917,Bachelors ,Management,M,M,1,167564,29.0
16918,High School,Skilled Manual,F,S,0,47783,18.0
16919,High School,Skilled Manual,F,M,0,44066,53.0
16920,Partial College,Skilled Manual,M,M,0,76718,18.0
16921,High School,Skilled Manual,M,M,0,44363,19.0
16922,Partial College,Skilled Manual,F,S,0,52596,19.0
16923,Partial College,Skilled Manual,M,S,0,53539,19.0
16924,Partial College,Skilled Manual,F,S,0,84197,19.0
16926,Partial High School,Clerical,M,M,1,19370,52.0
16927,High School,Skilled Manual,F,M,0,14181,52.0
16928,Partial College,Clerical,M,S,0,51625,51.0
16929,Partial College,Clerical,F,M,0,34945,51.0
16931,Partial College,Clerical,M,S,0,64625,50.0
16932,Graduate Degree,Manual,M,M,0,37996,35.0
16933,Graduate Degree,Manual,M,S,0,31639,35.0
16934,Graduate Degree,Manual,F,S,0,35232,35.0
16935,Graduate Degree,Clerical,M,S,0,47298,35.0
16936,Graduate Degree,Clerical,F,M,0,37192,61.0
16937,Graduate Degree,Clerical,M,M,0,68223,35.0
16938,Bachelors ,Manual,F,S,0,18785,39.0
16939,Partial College,Manual,F,M,0,10156,40.0
16940,Bachelors ,Clerical,F,S,0,35945,40.0
27631,Bachelors ,Management,F,S,2,138703,34.0
16943,Bachelors ,Clerical,F,M,0,33527,59.0
16944,Bachelors ,Clerical,M,S,0,18707,59.0
16945,Graduate Degree,Clerical,F,S,0,66395,59.0
16946,Graduate Degree,Clerical,F,M,0,64756,59.0
16947,Bachelors ,Skilled Manual,F,M,1,49535,27.0
16948,Bachelors ,Skilled Manual,F,M,1,53657,27.0
16949,Bachelors ,Skilled Manual,M,M,1,59618,27.0
16950,Bachelors ,Skilled Manual,M,M,1,59858,27.0
16951,Bachelors ,Skilled Manual,F,M,1,54687,27.0
16952,Bachelors ,Skilled Manual,M,M,1,66943,27.0
16953,Graduate Degree,Professional,F,M,0,77370,27.0
16954,Graduate Degree,Professional,M,S,0,108778,27.0
16955,Bachelors ,Skilled Manual,M,M,2,57713,28.0
16956,Bachelors ,Skilled Manual,M,M,2,66925,28.0
16957,Graduate Degree,Professional,M,M,0,116482,28.0
16958,Graduate Degree,Professional,M,M,0,99153,26.0
16959,Graduate Degree,Professional,M,M,0,117120,26.0
16960,Graduate Degree,Professional,F,M,0,100555,26.0
16961,Graduate Degree,Professional,F,M,0,87151,26.0
16962,Graduate Degree,Professional,M,M,0,115182,28.0
16963,Graduate Degree,Professional,F,M,0,89414,28.0
16964,Graduate Degree,Professional,M,M,0,108206,28.0
16965,Bachelors ,Skilled Manual,F,S,2,83451,29.0
16966,High School,Skilled Manual,F,M,5,35082,30.0
16967,Graduate Degree,Professional,M,S,0,114119,27.0
16968,Graduate Degree,Professional,M,S,0,141834,27.0
16970,Bachelors ,Skilled Manual,F,S,2,41484,30.0
16971,Bachelors ,Skilled Manual,F,S,2,38511,30.0
16972,Bachelors ,Skilled Manual,M,S,2,59995,30.0
16973,Bachelors ,Skilled Manual,F,S,2,64147,30.0
16974,Bachelors ,Skilled Manual,F,S,2,42948,30.0
16975,Bachelors ,Skilled Manual,M,M,3,106429,31.0
16976,Bachelors ,Skilled Manual,F,S,3,88632,31.0
16977,Graduate Degree,Professional,M,S,0,112313,31.0
16978,Graduate Degree,Professional,M,M,0,109940,31.0
16979,Graduate Degree,Professional,F,S,0,105952,31.0
16980,Graduate Degree,Professional,F,M,0,114916,31.0
16981,Graduate Degree,Professional,M,M,0,113089,28.0
16982,Graduate Degree,Professional,F,M,5,97570,28.0
16983,Graduate Degree,Professional,M,M,0,145528,28.0
16984,Bachelors ,Professional,M,S,0,65450,32.0
16985,Bachelors ,Skilled Manual,M,S,3,132549,32.0
16987,Bachelors ,Skilled Manual,M,S,3,122790,32.0
16988,Bachelors ,Skilled Manual,M,S,3,117586,32.0
16989,Bachelors ,Skilled Manual,F,S,3,102019,32.0
16990,Graduate Degree,Professional,M,M,0,105869,32.0
16992,Bachelors ,Skilled Manual,M,S,4,98410,33.0
16994,Bachelors ,Skilled Manual,F,S,5,81443,33.0
16995,Bachelors ,Skilled Manual,F,S,5,76340,33.0
16996,Bachelors ,Skilled Manual,F,S,5,95785,33.0
16997,Bachelors ,Skilled Manual,F,S,2,91654,33.0
16998,Bachelors ,Skilled Manual,F,S,2,70939,33.0
16999,Bachelors ,Skilled Manual,F,S,2,76090,33.0
17000,Bachelors ,Skilled Manual,F,S,2,79742,34.0
17001,Bachelors ,Skilled Manual,F,S,2,75694,34.0
17002,Bachelors ,Professional,M,S,2,97922,34.0
17003,Bachelors ,Professional,F,S,2,71425,34.0
17004,Bachelors ,Professional,F,S,2,83723,34.0
17005,Bachelors ,Professional,F,S,2,96418,34.0
17006,Bachelors ,Professional,M,M,2,100084,34.0
17007,Bachelors ,Professional,M,S,0,88578,29.0
17008,Bachelors ,Professional,M,S,0,106740,29.0
17009,Bachelors ,Professional,M,S,0,109987,29.0
17010,Bachelors ,Professional,F,S,0,92051,29.0
17011,Graduate Degree,Professional,F,M,2,90919,29.0
17012,Graduate Degree,Professional,F,M,2,84478,34.0
17013,Bachelors ,Professional,F,S,0,90743,35.0
17014,Bachelors ,Professional,M,S,0,102939,35.0
17015,Bachelors ,Professional,F,S,0,83851,35.0
17016,Bachelors ,Professional,F,S,0,80036,35.0
17017,Partial College,Skilled Manual,M,M,0,91426,35.0
17018,High School,Skilled Manual,F,M,3,36262,36.0
17020,High School,Skilled Manual,F,M,2,40337,36.0
17021,Partial College,Skilled Manual,F,M,0,73153,36.0
17022,Partial College,Skilled Manual,F,M,0,69235,36.0
17023,Partial College,Skilled Manual,M,M,0,82588,37.0
